code,name,Marcap,current_price,1W,1M,3M,6M,1Y,2Y,YTD,3Y,4Y,sector_name
036930,주성엔지니어링,7618255731900,163900,-12.772751463544438,-11.020629750271443,32.284100080710246,417.85150078988937,455.5932203389831,441.8181818181818,491.69675090252707,598.9339019189765,902.446483180428,반도체와반도체장비
093640,케이알엠,105756765520,3220,-0.6172839506172839,-1.2269938650306749,-33.608247422680414,-18.89168765743073,-28.996692392502755,-43.90243902439025,-15.485564304461944,-61.75771971496437,-15.59633027522936,반도체와반도체장비
036540,SFA반도체,907820872560,5520,-1.7793594306049825,-10.679611650485436,-42.738589211618255,5.544933078393881,77.77777777777779,14.760914760914762,20.655737704918035,-1.6042780748663104,1.8450184501845017,반도체와반도체장비
417840,저스템,260024861970,11370,-6.033057851239669,-8.306451612903226,-5.564784053156146,125.59523809523809,228.32803927230722,253.21528424976702,95.69707401032701,93.26874043855176,,반도체와반도체장비
452160,제이엔비,31256962750,3250,1.088646967340591,-4.970760233918129,-49.690402476780186,-50.75757575757576,-44.44444444444444,-67.85361028684471,-54.03111739745403,,,반도체와반도체장비
311320,지오엘리먼트,101294916800,8030,-8.75,-23.741690408357073,-8.018327605956472,8.367071524966262,20.209580838323355,-18.47715736040609,13.418079096045199,-40.86892488954344,-10.479375696767,반도체와반도체장비
365590,하이딥,34973822500,950,-11.04868913857678,-0.7314524555903866,-53.65853658536586,-60.33402922755741,-63.98786959818044,-83.84628464546846,-66.49029982363317,-89.29818632420863,-88.13389957531851,반도체와반도체장비
413300,티엘엔지니어링,2973333000,2200,-7.563025210084033,0.6864988558352403,33.33333333333333,20.87912087912088,-11.823647294589177,-11.823647294589177,-12.0,-43.07891332470893,,반도체와반도체장비
042700,한미반도체,20587435200000,216000,-10.927835051546392,-16.27906976744186,-26.903553299492383,26.241963763880772,150.87108013937282,48.45360824742268,69.5447409733124,357.62711864406776,1400.0,반도체와반도체장비
429270,시지트로닉스,22217600795,3445,-3.3660589060308554,-18.26809015421115,-56.39240506329114,-15.04315659679408,-38.039568345323744,-67.80975518594656,-25.754310344827587,,,반도체와반도체장비
319660,피에스케이,4547774098000,157000,-19.651995905834184,-1.6906700062617408,68.81720430107528,294.9685534591195,679.1563275434244,414.75409836065575,325.47425474254743,597.7777777777778,691.9293820933166,반도체와반도체장비
052860,아이앤씨,75308789610,4215,-1.288056206088993,4.9813200498132,-35.64885496183206,52.994555353901994,119.4169703279542,101.67464114832536,65.6188605108055,35.96774193548387,47.37762237762238,반도체와반도체장비
064760,티씨케이,2231411433600,199600,-7.162790697674419,-21.57170923379175,-35.1948051948052,10.093767236624378,113.02027748132338,73.41442224152911,40.365682137834035,105.34979423868313,59.17065390749602,반도체와반도체장비
025560,미래산업,212542069000,41750,0.0,-5.328798185941043,150.4499100179964,226.171875,287.291280148423,54.749990733533494,202.97532656023222,-21.070044427639665,80.65772392903506,반도체와반도체장비
054940,엑사이엔씨,25211896480,760,-3.5532994923857872,28.37837837837838,-2.313624678663239,18.564742589703588,3.4013605442176873,-6.172839506172839,12.759643916913946,-28.83895131086142,-34.1991341991342,반도체와반도체장비
096610,알에프세미,51550708615,2965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.57340720221606,-16.59634317862166,반도체와반도체장비
147760,피엠티,73700000000,3685,-4.285714285714286,-15.96351197263398,-26.82684670373312,40.00759878419453,99.94574064026045,2.789400278940028,60.987330712101354,-16.211914506593907,-7.0617906683480465,반도체와반도체장비
149010,아이케이세미콘,10810800000,3465,1.911764705882353,-0.5738880918220948,-24.591947769314473,-19.230769230769234,-43.84116693679093,-53.800000000000004,-35.3544776119403,-60.17241379310345,-55.519897304236196,반도체와반도체장비
105330,케이엔더블유,97078291200,6060,-3.5031847133757963,-32.59176863181313,-35.32550693703308,18.823529411764707,33.92265193370166,2.5380710659898478,3.9451114922813035,-45.796064400715565,-39.03420523138833,반도체와반도체장비
131290,티에스이,2649212245500,239500,-15.221238938053098,1.6985138004246285,41.38134592680047,227.18579234972677,512.5319693094629,434.59821428571433,315.79861111111114,370.53045186640475,291.33986928104576,반도체와반도체장비
144960,뉴파워프라즈마,437800092480,10020,7.165775401069519,35.22267206477733,46.277372262773724,67.55852842809364,78.92857142857143,82.18181818181817,93.81044487427465,72.16494845360825,139.42652329749103,반도체와반도체장비
041520,이엘씨,112136316000,9200,3.954802259887006,15.0,-20.757967269595177,36.904761904761905,-1.0752688172043012,49.10858995137764,28.671328671328673,-14.49814126394052,69.42909760589319,반도체와반도체장비
420770,기가비스,1649116115800,130100,-20.085995085995087,-17.29179910998093,29.840319361277444,166.05316973415134,423.54124748490943,183.13384113166484,313.015873015873,44.2350332594235,,반도체와반도체장비
089970,브이엠,2148264024000,81600,-24.653739612188367,-8.724832214765101,46.236559139784944,231.0344827586207,673.4597156398104,591.5254237288136,170.19867549668874,336.13041154462854,405.2631578947368,반도체와반도체장비
101400,엔시트론,18786860800,1600,-7.4074074074074066,6.737825216811208,-35.87174348697395,-45.224238274563504,-31.300987548303993,-47.831757417671994,-13.279132791327914,-62.13913866540464,-68.49773577475881,반도체와반도체장비
402340,SK스퀘어,161121189306000,1221000,0.7425742574257426,-33.351528384279476,68.41379310344827,174.07407407407408,682.6923076923076,1341.5584415584415,231.7934782608696,2678.156996587031,2867.1931956257595,반도체와반도체장비
195870,해성디에스,912900000000,53700,-5.457746478873239,-24.366197183098592,-34.27172582619339,-3.9355992844364938,116.53225806451613,32.42909987669544,-3.5906642728904847,-22.286541244573083,-7.413793103448276,반도체와반도체장비
031980,피에스케이홀딩스,2609049795000,121000,-15.620641562064156,2.9787234042553195,6.607929515418502,100.33112582781456,258.5185185185185,110.80139372822299,161.3390928725702,390.87221095334684,1206.695464362851,반도체와반도체장비
281820,케이씨텍,1704664712100,86100,-14.583333333333334,7.08955223880597,44.70588235294118,122.19354838709677,213.66120218579235,113.11881188118811,117.15006305170239,298.61111111111114,378.3333333333333,반도체와반도체장비
388210,씨엠티엑스,840901549800,87100,0.9269988412514484,-7.830687830687831,-41.465053763440864,-13.160518444666003,,,-12.812812812812812,,,반도체와반도체장비
095610,테스,2983376000000,154100,-20.689655172413794,-2.28281547241598,71.7948717948718,223.06079664570228,510.2970297029703,639.0887290167866,245.9034792368126,618.4149184149185,651.7073170731707,반도체와반도체장비
330860,네패스아크,382579013000,31400,-12.290502793296088,-26.976744186046513,-19.48717948717949,94.42724458204334,126.06191504679624,66.3135593220339,84.70588235294117,8.838821490467938,6.984667802385008,반도체와반도체장비
097800,윈팩,50022652485,1833,-7.424242424242425,-16.301369863013697,-23.144654088050316,-27.83464566929134,-24.567901234567902,-81.48484848484848,-28.953488372093023,-73.26039387308533,-67.64342453662842,반도체와반도체장비
212710,아이에스티이,86949053100,8950,-11.735700197238659,2.8735632183908044,3.7079953650057935,7.83132530120482,-2.292576419213974,,11.318407960199005,,,반도체와반도체장비
036710,심텍홀딩스,183840583920,3480,-5.818673883626523,-17.339667458432302,-8.179419525065963,43.50515463917526,111.42162818955042,46.21848739495798,27.941176470588236,9.95260663507109,-9.138381201044385,반도체와반도체장비
219130,타이거일렉,464100315000,73500,-6.25,10.029940119760479,66.289592760181,115.5425219941349,343.84057971014494,251.67464114832535,231.0810810810811,113.66279069767442,371.1538461538462,반도체와반도체장비
122640,예스티,532460065100,24650,-14.26086956521739,-35.97402597402598,-17.003367003367003,34.55240174672489,36.11264494754279,28.990057561486132,38.48314606741573,45.0,225.19788918205802,반도체와반도체장비
170920,엘티씨,490175446400,46400,-15.636363636363637,-4.82051282051282,0.3243243243243243,92.93139293139293,285.3820598006644,278.46655791190864,141.79260031266284,368.6868686868687,452.38095238095235,반도체와반도체장비
200470,에이팩트,215199432440,5080,-0.19646365422396855,-47.73662551440329,-45.493562231759654,-33.68146214099217,120.8695652173913,0.19723865877712032,-25.184094256259204,35.647530040053404,79.37853107344633,반도체와반도체장비
